episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
18,1.0,7.7669485964092395,1.109159902315831,-118.68789184174588,11.609847601811836,1.796134742521748,[11.609847601811836, 1.796134742521748],0.0,False,True,0.23315909040872995,181,60.1771198586739,271.865,prepare,0.0
18,2.0,7.767205499479391,1.109718227249197,-118.71845145373366,-4.613899569957187,2.2641492890465456,[-4.613899569957187, 2.2641492890465456],1.202,False,True,0.23214025728565124,181,60.1771198586739,271.946,in_progress,0.0
18,3.0,7.766224100300208,1.106769487898612,-118.57731065426626,30.0,2.2651309208379304,[30.0, 2.2651309208379304],1.202,False,True,0.23722155544885215,181,60.1771198586739,271.997,in_progress,0.0
18,4.0,7.76504490090437,1.087029523955304,-116.59207008507629,30.0,2.651818462282321,[30.0, 2.651818462282321],1.202,False,True,0.26693601096096087,182,60.1771198586739,272.081,in_progress,0.0
18,5.0,7.769407411162938,1.051231550799755,-111.80160742553352,-23.094573619791735,2.6238913082405304,[-23.094573619791735, 2.6238913082405304],1.202,False,True,0.3156348342331916,182,60.1771198586739,272.182,in_progress,0.0
18,6.0,7.769876042330696,0.996455348355871,-107.0690352264764,-19.648088281075694,4.0,[-19.648088281075694, 4.0],1.202,False,True,0.39510405977758456,182,60.1771198586739,272.194,in_progress,0.0
18,7.0,7.7561685288602265,0.9460679420359857,-106.54848089710752,-30.0,4.0,[-30.0, 4.0],1.202,False,True,0.47948839901084117,182,60.1771198586739,272.294,in_progress,0.0
18,8.0,7.723353820529753,0.8856755334313092,-109.79403159498875,-1.3628142401341456,3.8253333701811223,[-1.3628142401341456, 3.8253333701811223],1.202,False,True,0.5941608401860532,182,60.1771198586739,272.368,in_progress,0.0
18,9.0,7.664775655221294,0.775905887177698,-113.28378274143924,30.0,1.47708615222501,[30.0, 1.47708615222501],1.202,False,True,0.800915471693664,183,60.1771198586739,272.411,in_progress,0.0
18,10.0,7.640689098623312,0.7158389409935171,-113.2198013165657,10.212004084233094,1.25,[10.212004084233094, 1.25],1.202,False,True,0.9077416128484561,183,60.1771198586739,272.464,in_progress,0.0
18,11.0,7.609961814564411,0.5927057909339419,-109.0012663709736,-21.321057439842335,3.4950809122517077,[-21.321057439842335, 3.4950809122517077],1.202,False,True,1.1116001632731964,183,60.1771198586739,272.551,in_progress,0.0
18,12.0,7.596454049461543,0.5135848961262207,-106.14824328742833,1.0014697998123623,3.191180740299678,[1.0014697998123623, 3.191180740299678],1.202,False,True,1.2377956707046334,183,60.1771198586739,272.605,in_progress,0.0
18,13.0,7.560093505467515,0.353037620994492,-104.21781060611787,-14.109980858888665,2.891432850136173,[-14.109980858888665, 2.891432850136173],1.202,False,True,1.5005242752467618,184,60.1771198586739,272.702,in_progress,0.0
18,14.0,7.521291200515908,0.22858119691944634,-105.87720754728338,-30.0,3.821844159913085,[-30.0, 3.821844159913085],1.202,False,True,1.7129201849769848,184,60.1771198586739,272.757,in_progress,0.0
18,15.0,7.498947558775164,0.1729014743733376,-107.51596314629661,13.1101515727933,3.7148926566178306,[13.1101515727933, 3.7148926566178306],1.202,False,True,1.8119161758421098,185,60.1771198586739,272.852,in_progress,0.0
18,16.0,7.381734125340555,-0.15165212899658817,-108.23029040726962,-30.0,1.509713815334321,[-30.0, 1.509713815334321],1.202,False,True,2.3779243336789935,186,60.1771198586739,272.982,in_progress,0.0
18,17.0,7.33960579006959,-0.3376524583966574,-103.78448612400193,21.916540039761628,4.0,[21.916540039761628, 4.0],1.202,False,True,2.6817477331036343,186,60.1771198586739,273.048,in_progress,0.0
18,18.0,7.275114439587413,-0.5841021776036021,-103.3163801308534,17.463279633915185,2.0699988661649424,[17.463279633915185, 2.0699988661649424],1.202,False,True,3.09118100486252,187,60.1771198586739,273.134,in_progress,0.0
18,19.0,7.25351250733957,-0.7122448074099675,-101.65395310461248,-3.870062758024897,4.0,[-3.870062758024897, 4.0],1.202,False,True,3.2949102314199896,188,60.1771198586739,273.188,in_progress,0.0
18,20.0,7.241602153865337,-0.8007051117279782,-100.35166067351497,30.0,1.5079182935143505,[30.0, 1.5079182935143505],1.202,False,True,3.4331364429480926,188,60.1771198586739,273.229,in_progress,0.0
18,21.0,7.227862411616534,-0.9199746866178123,-98.94003198351278,1.668676196890658,2.4578654330456953,[1.668676196890658, 2.4578654330456953],0.203,False,False,3.6162856642699914,188,60.1771198586739,273.279,in_progress,0.0
18,22.0,7.218085941852251,-1.0394275043838452,-97.12466721745697,30.0,1.5077377085359758,[30.0, 1.5077377085359758],0.203,False,False,3.797736643160754,189,60.1771198586739,273.404,in_progress,0.0
18,23.0,7.211560731816085,-1.2899033456934799,-93.05823866092926,-13.718097994095103,2.2285778855952345,[-13.718097994095103, 2.2285778855952345],0.004,False,False,4.165107417101455,189,60.1771198586739,273.454,in_progress,0.0
18,24.0,7.212849362857321,-1.3743125364452367,-91.80524907579849,30.0,1.7233286374221266,[30.0, 1.7233286374221266],0.004,True,False,4.286600953858056,190,60.1771198586739,273.455,off_track,0.0
19,1.0,6.315024430412397,-1.5264016853436717,-119.08350022849068,28.937913884457117,4.0,[28.937913884457117, 4.0],0.0,False,True,0.2334899716328498,191,60.1771198586739,273.632,prepare,0.0
19,2.0,6.315381400813604,-1.5292708745382189,-118.64729684301177,-22.310867954619052,3.3374699415150264,[-22.310867954619052, 3.3374699415150264],1.202,False,True,0.23735671877900266,191,60.1771198586739,273.693,in_progress,0.0
19,3.0,6.315088961234848,-1.5281986131086827,-118.83699502658462,-10.965941791501848,2.487942546355013,[-10.965941791501848, 2.487942546355013],1.202,False,True,0.23604105898860084,191,60.1771198586739,273.782,in_progress,0.0
19,4.0,6.303877954078971,-1.5447385585396394,-119.39908101425897,-30.0,1.25,[-30.0, 1.25],1.202,False,True,0.26912834619652326,192,60.1771198586739,273.818,in_progress,0.0
19,5.0,6.2872988251854105,-1.5617376335312878,-120.7742657514662,-17.122647223748324,3.4002753498173197,[-17.122647223748324, 3.4002753498173197],1.202,False,True,0.30724887335054074,192,60.1771198586739,273.869,in_progress,0.0
19,6.0,6.239119583669762,-1.5981297897334454,-125.97581736140093,30.0,3.812283420480581,[30.0, 3.812283420480581],1.202,False,True,0.3991811005431334,192,60.1771198586739,273.956,in_progress,0.0
19,7.0,6.191316165398819,-1.6635344032702248,-125.87251642987663,28.56476087320297,1.6940189675375046,[28.56476087320297, 1.6940189675375046],1.202,False,True,0.5329653751282803,192,60.1771198586739,274.051,in_progress,0.0
19,8.0,6.179019661657283,-1.7161952854224898,-121.28651419812627,-1.1332494882023276,3.1843960171349606,[-1.1332494882023276, 3.1843960171349606],1.202,False,True,0.6192264091647526,192,60.1771198586739,274.123,in_progress,0.0
19,9.0,6.1387781540926865,-1.8697825441094609,-113.15013951290025,13.365735800669007,1.9112420325353527,[13.365735800669007, 1.9112420325353527],1.202,False,True,0.8743838091535561,193,60.1771198586739,274.226,in_progress,0.0
19,10.0,6.1042407314601865,-1.9602343990015645,-112.35408858722224,30.0,3.002963347830422,[30.0, 3.002963347830422],1.202,False,True,1.0334198857495647,193,60.1771198586739,274.321,in_progress,0.0
19,11.0,6.059891287612301,-2.124658177725212,-107.9147958571442,-30.0,4.0,[-30.0, 4.0],1.202,False,True,1.3075014659445827,194,60.1771198586739,274.39,in_progress,0.0
19,12.0,6.047253831122347,-2.198917986724961,-105.78420259219453,-30.0,4.0,[-30.0, 4.0],1.202,False,True,1.4252347516883646,194,60.1771198586739,274.462,in_progress,0.0
19,13.0,5.990925052577511,-2.368090193171285,-107.54394784553934,-30.0,1.25,[-30.0, 1.25],1.202,False,True,1.7155014008203295,194,60.1771198586739,274.553,in_progress,0.0
19,14.0,5.889460393201715,-2.547461036484477,-116.49569388174963,-30.0,4.0,[-30.0, 4.0],1.202,False,True,2.0571857629022916,195,60.1771198586739,274.61,in_progress,0.0
19,15.0,5.834052811799662,-2.628988388669415,-121.81698091862532,-30.0,4.0,[-30.0, 4.0],1.202,False,True,2.2205174929545546,195,60.1771198586739,274.614,in_progress,0.0
19,16.0,5.6056684701300314,-2.8364973972217897,-146.6867512534291,11.283687515289138,2.6170069904231816,[11.283687515289138, 2.6170069904231816],1.003,False,True,2.7084009305049395,196,60.1771198586739,274.801,in_progress,0.0
19,17.0,5.509810130749213,-2.899786145749635,-156.49521445440584,30.0,3.4841024749661087,[30.0, 3.4841024749661087],1.003,False,True,2.8790220321940785,197,60.1771198586739,274.878,in_progress,0.0
19,18.0,5.3634656363580575,-2.9960124579044356,-166.0248701868254,30.0,3.669809111478823,[30.0, 3.669809111478823],1.003,False,True,3.139243015393778,197,60.1771198586739,274.922,in_progress,0.0
