episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,4.76363574162147,-4.098657336596075,-132.4815713826072,-20.600202552551565,4.0,[-20.600202552551565, 4.0],0.0,False,True,0.2328582550396438,0,60.1771198586739,217.986,prepare,0.0
20,2.0,4.763614568757547,-4.098678234976151,-132.4822997515851,-30.0,2.4114248748194003,[-30.0, 2.4114248748194003],1.202,False,True,0.2329076329377107,0,60.1771198586739,218.026,in_progress,0.0
20,3.0,4.761287643761647,-4.10320627413078,-132.10481539124547,23.645162059573032,1.7941209499136908,[23.645162059573032, 1.7941209499136908],1.202,False,True,0.24106443768609573,0,60.1771198586739,218.09,in_progress,0.0
20,4.0,4.752453029007318,-4.122574515371682,-130.64487226381112,-30.0,2.7383276770514393,[-30.0, 2.7383276770514393],1.202,False,True,0.27469660250681727,1,60.1771198586739,218.126,in_progress,0.0
20,5.0,4.733934809421637,-4.151103093271789,-129.85640840578083,27.082430636154612,3.4924774048186147,[27.082430636154612, 3.4924774048186147],1.202,False,True,0.33042555703666304,1,60.1771198586739,218.22,in_progress,0.0
20,6.0,4.712313977202085,-4.179592823390224,-129.1582346028055,-17.03068226229239,1.25,[-17.03068226229239, 1.25],1.202,False,True,0.3895956535631785,1,60.1771198586739,218.296,in_progress,0.0
20,7.0,4.676461561808672,-4.229393143936957,-128.34492670421787,5.641048765786124,1.660491680028243,[5.641048765786124, 1.660491680028243],1.202,False,True,0.4908430200099538,1,60.1771198586739,218.332,in_progress,0.0
20,8.0,4.6403460894481325,-4.271318045229474,-128.8772417736394,-30.0,4.0,[-30.0, 4.0],1.202,False,True,0.5779771476196847,1,60.1771198586739,218.394,in_progress,0.0
20,9.0,4.599024715444237,-4.319314290999833,-129.80682242956203,-30.0,3.258672096235604,[-30.0, 3.258672096235604],1.202,False,True,0.6822974179479168,1,60.1771198586739,218.524,in_progress,0.0
20,10.0,4.510309558746346,-4.3816128542285355,-135.9541456236535,16.9848186770771,4.0,[16.9848186770771, 4.0],1.202,False,True,0.861246828288291,2,60.1771198586739,218.58,in_progress,0.0
20,11.0,4.393577216824115,-4.468445479067339,-139.3158742513888,-7.754681187686863,1.25,[-7.754681187686863, 1.25],1.202,False,True,1.0988602313544027,2,60.1771198586739,218.641,in_progress,0.0
20,12.0,4.296417217337403,-4.553576149318782,-139.32243668311295,-30.0,3.7780706305413845,[-30.0, 3.7780706305413845],1.202,False,True,1.3123981652789156,3,60.1771198586739,218.727,in_progress,0.0
20,13.0,4.242667344919362,-4.595561510269245,-140.2093217270665,-30.0,1.25,[-30.0, 1.25],1.202,False,True,1.4256166739633576,3,60.1771198586739,218.787,in_progress,0.0
20,14.0,4.09642541622961,-4.68029358552952,-145.38409642914948,1.9311674626865454,1.25,[1.9311674626865454, 1.25],1.202,False,True,1.703129350637159,3,60.1771198586739,218.907,in_progress,0.0
20,15.0,4.043196062147814,-4.7087976912849125,-146.96048127898092,30.0,2.0583824359404685,[30.0, 2.0583824359404685],1.202,False,True,1.8032004381652902,4,60.1771198586739,219.005,in_progress,0.0
20,16.0,3.930003344152394,-4.798871019648388,-143.9135727693415,-30.0,4.0,[-30.0, 4.0],1.202,False,True,2.0413486913477485,4,60.1771198586739,219.065,in_progress,0.0
20,17.0,3.830506512138156,-4.892440925273962,-140.83714240860067,30.0,3.7154743493970406,[30.0, 3.7154743493970406],1.202,False,True,2.2636550476193356,5,60.1771198586739,219.117,in_progress,0.0
20,18.0,3.773510966732575,-4.937149566158523,-141.05360633792446,10.281668556138285,3.8847119625594333,[10.281668556138285, 3.8847119625594333],1.202,False,True,2.3832562620747337,5,60.1771198586739,219.173,in_progress,0.0
20,19.0,3.6014852527283945,-5.117963662307382,-134.90699656334837,-7.76582201009299,1.7247108079594822,[-7.76582201009299, 1.7247108079594822],1.202,False,True,2.782531309067906,6,60.1771198586739,219.279,in_progress,0.0
20,20.0,3.566178805441612,-5.1625659615503725,-133.0457821208606,-15.816299301374212,2.3891531260774443,[-15.816299301374212, 2.3891531260774443],1.202,False,True,2.871110689570678,6,60.1771198586739,219.306,in_progress,0.0
20,21.0,3.520515130424055,-5.215329940939271,-131.90714590121928,-19.920272510035385,1.4571486480083926,[-19.920272510035385, 1.4571486480083926],1.202,False,True,2.9814377518583473,6,60.1771198586739,219.338,in_progress,0.0
20,22.0,3.473968323122079,-5.261694199012944,-132.6460947064839,-14.333634969097805,1.25,[-14.333634969097805, 1.25],1.202,False,True,3.0870928319617197,6,60.1771198586739,219.442,in_progress,0.0
20,23.0,3.279502427074619,-5.421539926634744,-138.6608472424671,-30.0,1.25,[-30.0, 1.25],1.202,False,True,3.501031616359565,7,60.1771198586739,219.503,in_progress,0.0
20,24.0,3.236806373836859,-5.44969570614763,-140.35947473744932,-20.22978863515288,2.3608114075629745,[-20.22978863515288, 2.3608114075629745],1.202,False,True,3.5872629776200857,7,60.1771198586739,219.537,in_progress,0.0
20,25.0,3.1502018379380727,-5.4960719637749404,-144.62283808905207,-16.08347679688741,1.4887935446114455,[-16.08347679688741, 1.4887935446114455],1.202,False,True,3.7502680708020577,7,60.1771198586739,219.656,in_progress,0.0
20,26.0,3.0003460898812717,-5.559143482332882,-151.4079996364689,-29.370497907692105,1.25,[-29.370497907692105, 1.25],1.202,False,True,4.015238009173887,8,60.1771198586739,219.696,in_progress,0.0
20,27.0,2.7358072417265253,-5.628101324583489,-162.3537538041766,-3.4664294759904095,2.962174183322027,[-3.4664294759904095, 2.962174183322027],1.202,False,True,4.4512008801775265,9,60.1771198586739,219.867,in_progress,0.0
20,28.0,2.7287408996485105,-5.628736080649486,-162.77135580889427,9.896308330559755,2.0104474813651683,[9.896308330559755, 2.0104474813651683],1.202,False,True,4.461814832242954,9,60.1771198586739,219.974,in_progress,0.0
20,29.0,2.522841704382279,-5.689424678022632,-162.70049582663933,21.406909554355607,3.2256378124197047,[21.406909554355607, 3.2256378124197047],1.202,False,True,4.8070414543195765,10,60.1771198586739,220.011,in_progress,0.0
20,30.0,2.4775041105202367,-5.708185351178942,-161.59481960666926,30.0,1.25,[30.0, 1.25],1.202,False,True,4.887699027876389,10,60.1771198586739,220.165,in_progress,0.0
20,31.0,2.280769456993187,-5.831280143928708,-150.55762763445492,9.243116879504157,1.9239887697771503,[9.243116879504157, 1.9239887697771503],1.202,False,True,5.273124495654637,11,60.1771198586739,220.201,in_progress,0.0
20,32.0,2.2046135931354036,-5.893774150814114,-145.8080000209085,-7.380585737106966,4.0,[-7.380585737106966, 4.0],1.202,False,True,5.435014789780071,11,60.1771198586739,220.225,in_progress,0.0
20,33.0,2.1379747223888015,-5.946312926122116,-144.2511338828769,-1.7986827654077047,1.25,[-1.7986827654077047, 1.25],1.202,False,True,5.57468965139444,11,60.1771198586739,220.276,in_progress,0.0
20,34.0,2.0653626544854164,-5.990185893317821,-145.71249711456258,30.0,3.3054282714371013,[30.0, 3.3054282714371013],1.202,False,True,5.7156658313369615,11,60.1771198586739,220.434,in_progress,0.0
