episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
36,1.0,8.330315104393033,6.515358182299214,-28.26755694262532,-12.941988016262751,1.25,[-12.941988016262751, 1.25],0.0,False,True,0.23293129888382058,161,60.1771198586739,480.473,prepare,0.0
36,2.0,8.330123975494127,6.51545928145633,-28.279139912044844,-22.967865123313985,3.3185049248892398,[-22.967865123313985, 3.3185049248892398],1.003,False,True,0.23257209513295463,161,60.1771198586739,480.508,in_progress,0.0
36,3.0,8.346587448635232,6.509196518384475,-27.666303824487194,-30.0,1.346109410707777,[-30.0, 1.346109410707777],1.003,False,True,0.2615274040578819,162,60.1771198586739,480.578,in_progress,0.0
36,4.0,8.373479562197966,6.4767919032048615,-31.16083093074434,-20.699590823561515,1.25,[-20.699590823561515, 1.25],1.202,False,True,0.3268290107927063,162,60.1771198586739,480.608,in_progress,0.0
36,5.0,8.416379234801346,6.427012995101691,-35.707391299858756,-26.03752470776371,1.25,[-26.03752470776371, 1.25],1.202,False,True,0.429446916254117,162,60.1771198586739,480.78,in_progress,0.0
36,6.0,8.423991375126878,6.417599257586715,-36.50406950479161,-9.885713528653405,2.79864352241721,[-9.885713528653405, 2.79864352241721],1.202,False,True,0.4481271874030135,162,60.1771198586739,480.795,in_progress,0.0
36,7.0,8.45541321990034,6.38100556793165,-39.03325789430851,10.343807906876627,1.25,[10.343807906876627, 1.25],1.202,False,True,0.5235913801946768,162,60.1771198586739,480.876,in_progress,0.0
36,8.0,8.58257317471948,6.293763320907795,-36.47798376004017,-22.176634603746205,3.020177800402829,[-22.176634603746205, 3.020177800402829],1.202,False,True,0.7788457821400363,163,60.1771198586739,480.983,in_progress,0.0
36,9.0,8.58257317471948,6.293763320907795,-36.47798376004017,-30.0,1.2523232374642115,[-30.0, 1.2523232374642115],1.202,False,True,0.7788457821400363,163,60.1771198586739,481.09,in_progress,0.0
36,10.0,8.708445925817129,6.206570760979999,-35.8859214521296,21.56881030032701,1.25,[21.56881030032701, 1.25],1.003,False,True,1.068307511563904,163,60.1771198586739,481.107,in_progress,0.0
36,11.0,8.765191050398318,6.1637324563249,-36.27419319590194,13.186791248074648,2.6583422089906152,[13.186791248074648, 2.6583422089906152],1.003,False,True,1.185246993380562,163,60.1771198586739,481.205,in_progress,0.0
36,12.0,8.86179135409449,6.1187118700189185,-31.74725208071259,-30.0,3.819417955339537,[-30.0, 3.819417955339537],1.003,False,True,1.351381080861358,164,60.1771198586739,481.252,in_progress,0.0
36,13.0,8.962013844383838,6.087475732722566,-26.138014146243062,-22.625060284260854,2.562940273957042,[-22.625060284260854, 2.562940273957042],1.003,False,True,1.4918316622782757,164,60.1771198586739,481.332,in_progress,0.0
36,14.0,9.08971369534924,6.023852974406637,-26.304188536561266,-30.0,2.682464249474896,[-30.0, 2.682464249474896],1.003,False,True,1.6434517238786972,164,60.1771198586739,481.407,in_progress,0.0
36,15.0,9.223534185796918,5.923938251044991,-32.28120265604815,30.0,1.2613584083501652,[30.0, 1.2613584083501652],1.003,False,True,1.8621544844345306,165,60.1771198586739,481.458,in_progress,0.0
