episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
9,1.0,-6.6175662315752835,5.3315742847113725,-14.774337349874319,-23.921277616826124,3.7633497791085015,[-23.921277616826124, 3.7633497791085015],0.0,False,True,0.22905877501449567,90,60.1771198586739,176.168,prepare,0.0
9,2.0,-6.617768282100592,5.331708878923726,-14.7309269833443,-30.0,1.5658466605344876,[-30.0, 1.5658466605344876],1.003,False,True,0.22865924088168454,90,60.1771198586739,176.305,in_progress,0.0
9,3.0,-6.599855429498755,5.313761587292079,-17.875626477402978,-30.0,4.0,[-30.0, 4.0],1.003,False,True,0.2684137662947006,91,60.1771198586739,176.354,in_progress,0.0
9,4.0,-6.585323636259975,5.298597426176035,-20.33877972091655,-25.55052906726063,4.0,[-25.55052906726063, 4.0],1.003,False,True,0.3011001014606163,91,60.1771198586739,176.397,in_progress,0.0
9,5.0,-6.571136133011805,5.2820794369600605,-22.982688332838983,-30.0,3.207960532556349,[-30.0, 3.207960532556349],1.003,False,True,0.33424632554829303,91,60.1771198586739,176.463,in_progress,0.0
9,6.0,-6.5481375411639515,5.251586860212156,-27.566770504247117,-12.200233468835904,1.4245150682793175,[-12.200233468835904, 1.4245150682793175],1.202,False,True,0.39065538877560146,91,60.1771198586739,176.523,in_progress,0.0
9,7.0,-6.501721361687295,5.199705386139823,-33.38924986859866,-30.0,3.0254019480985725,[-30.0, 3.0254019480985725],1.202,False,True,0.4975416759355533,91,60.1771198586739,176.627,in_progress,0.0
9,8.0,-6.441166673135145,5.12391922215401,-40.01839659139208,12.224206007935315,1.25,[12.224206007935315, 1.25],1.202,False,True,0.644920226843998,91,60.1771198586739,176.69,in_progress,0.0
9,9.0,-6.392197170165064,5.046707477492741,-46.426059307023856,25.73926211908487,4.0,[25.73926211908487, 4.0],1.202,False,True,0.775072293452983,92,60.1771198586739,176.767,in_progress,0.0
9,10.0,-6.29145270493088,4.943344147950133,-45.77636744224365,30.0,2.824085292867153,[30.0, 2.824085292867153],1.202,False,True,1.0016135482373123,92,60.1771198586739,176.815,in_progress,0.0
9,11.0,-6.229233453577441,4.904282943532431,-41.78784822390417,30.0,2.9411400378367705,[30.0, 2.9411400378367705],1.202,False,True,1.1266422391973951,92,60.1771198586739,176.86,in_progress,0.0
9,12.0,-6.1870391295287925,4.882935846969131,-38.86875087486253,30.0,2.015585381995726,[30.0, 2.015585381995726],1.202,False,True,1.2052202219578367,92,60.1771198586739,176.888,in_progress,0.0
9,13.0,-5.978544678008627,4.816458251767033,-24.201727649281313,-30.0,2.766029072124672,[-30.0, 2.766029072124672],1.202,False,True,1.5656795392992584,93,60.1771198586739,177.005,in_progress,0.0
