episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
9,1.0,-6.6176641592855665,5.331534036532344,-14.822498666915626,5.754701191514911,3.8759403793926266,[5.754701191514911, 3.8759403793926266],0.0,False,True,0.22894113340962696,90,60.1771198586739,166.308,prepare,0.0
9,2.0,-6.617887352688242,5.331613829057528,-14.802715451916509,5.504877846919847,3.488639321126905,[5.504877846919847, 3.488639321126905],1.003,False,True,0.22854942409608614,90,60.1771198586739,166.33,in_progress,0.0
9,3.0,-6.609976335789393,5.330971033874918,-14.309754359871384,-30.0,4.0,[-30.0, 4.0],1.003,False,True,0.24085881962093714,90,60.1771198586739,166.411,in_progress,0.0
9,4.0,-6.596154970491987,5.322820272027626,-15.499004765502805,-14.353369469204866,4.0,[-14.353369469204866, 4.0],1.003,False,True,0.2674281337512019,91,60.1771198586739,166.454,in_progress,0.0
9,5.0,-6.584002896985684,5.314385080507131,-16.63946641939823,-27.396088332725885,3.9592082384409135,[-27.396088332725885, 3.9592082384409135],1.003,False,True,0.2917027202968048,91,60.1771198586739,166.511,in_progress,0.0
9,6.0,-6.507850345099138,5.248569932269904,-25.561939805932347,-30.0,2.1663704487144964,[-30.0, 2.1663704487144964],1.202,False,True,0.4531566837703782,91,60.1771198586739,166.627,in_progress,0.0
9,7.0,-6.484651982892697,5.218308842806582,-29.76058785521936,29.9087571995464,1.25,[29.9087571995464, 1.25],1.202,False,True,0.5101585441942058,91,60.1771198586739,166.727,in_progress,0.0
9,8.0,-6.393738107547158,5.138322321548714,-34.89836491738465,-2.538079859047375,3.299370469979882,[-2.538079859047375, 3.299370469979882],1.202,False,True,0.7047202669926922,91,60.1771198586739,166.783,in_progress,0.0
9,9.0,-6.369241803962346,5.12635332287552,-33.96274214990733,18.304381942641683,1.25,[18.304381942641683, 1.25],1.202,False,True,0.7500246968525193,91,60.1771198586739,166.866,in_progress,0.0
9,10.0,-6.222916302460939,5.077058138060372,-26.003233054486053,-14.322244196462986,1.25,[-14.322244196462986, 1.25],1.202,False,True,1.0041522081947474,92,60.1771198586739,166.963,in_progress,0.0
9,11.0,-6.154867612081686,5.055345805611987,-23.710331939386226,-30.0,4.0,[-30.0, 4.0],1.202,False,True,1.1217458294669802,92,60.1771198586739,167.014,in_progress,0.0
